init github.com/carapace-sh/carapace-bin/completers/common/marp_completer/cmd @14 ms, 0.036 ms clock, 24400 bytes, 193 allocs
init github.com/carapace-sh/carapace-bin/completers/common/mcomix_completer/cmd @14 ms, 0.015 ms clock, 11320 bytes, 86 allocs
init github.com/carapace-sh/carapace-bin/completers/common/md5sum_completer/cmd @14 ms, 0.009 ms clock, 9704 bytes, 79 allocs
init github.com/carapace-sh/carapace-bin/completers/common/meld_completer/cmd @14 ms, 0.020 ms clock, 11352 bytes, 90 allocs
init github.com/carapace-sh/carapace-bin/completers/common/micro_completer/cmd @14 ms, 0.032 ms clock, 34600 bytes, 202 allocs
init github.com/carapace-sh/carapace-bin/completers/common/mkcert_completer/cmd @14 ms, 0.017 ms clock, 15944 bytes, 134 allocs
init github.com/carapace-sh/carapace-bin/completers/common/mktemp_completer/cmd @14 ms, 0.010 ms clock, 9408 bytes, 67 allocs
init github.com/carapace-sh/carapace-bin/completers/common/more_completer/cmd @14 ms, 0.021 ms clock, 9992 bytes, 80 allocs
init github.com/carapace-sh/carapace-bin/completers/common/mv_completer/cmd @14 ms, 0.018 ms clock, 12072 bytes, 93 allocs
init github.com/carapace-sh/carapace-bin/completers/common/n-m3u8dl-re_completer/cmd @14 ms, 0.070 ms clock, 40352 bytes, 237 allocs
init github.com/carapace-sh/carapace-bin/completers/common/nano_completer/cmd @14 ms, 0.051 ms clock, 33392 bytes, 201 allocs
init github.com/carapace-sh/carapace-bin/completers/common/ncdu_completer/cmd @14 ms, 0.027 ms clock, 14456 bytes, 114 allocs
init github.com/carapace-sh/carapace-bin/completers/common/neomutt_completer/cmd @14 ms, 0.022 ms clock, 17032 bytes, 135 allocs
init github.com/carapace-sh/carapace-bin/completers/common/newman_completer/cmd @14 ms, 0.041 ms clock, 28736 bytes, 219 allocs
init github.com/carapace-sh/carapace-bin/completers/common/nfpm_completer/cmd @14 ms, 0.066 ms clock, 70120 bytes, 469 allocs
init github.com/carapace-sh/carapace-bin/completers/common/ng_completer/cmd @15 ms, 0.27 ms clock, 305520 bytes, 2172 allocs
init github.com/carapace-sh/carapace-bin/completers/common/nice_completer/cmd @15 ms, 0.007 ms clock, 7184 bytes, 50 allocs
init github.com/carapace-sh/carapace-bin/completers/common/nl_completer/cmd @15 ms, 0.021 ms clock, 12176 bytes, 95 allocs
init github.com/carapace-sh/carapace-bin/completers/common/nohup_completer/cmd @15 ms, 0.010 ms clock, 6712 bytes, 45 allocs
init github.com/carapace-sh/carapace-bin/completers/common/nproc_completer/cmd @15 ms, 0.015 ms clock, 7128 bytes, 50 allocs
init github.com/carapace-sh/carapace-bin/completers/common/numfmt_completer/cmd @15 ms, 0.012 ms clock, 13200 bytes, 98 allocs
init github.com/carapace-sh/carapace-bin/completers/common/nvim_completer/cmd @15 ms, 0.018 ms clock, 16624 bytes, 131 allocs
init github.com/carapace-sh/carapace-bin/completers/common/od_completer/cmd @15 ms, 0.009 ms clock, 10792 bytes, 82 allocs
init github.com/carapace-sh/carapace-bin/completers/common/openscad_completer/cmd @15 ms, 0.020 ms clock, 15696 bytes, 126 allocs
init github.com/carapace-sh/carapace-bin/completers/common/optipng_completer/cmd @15 ms, 0.017 ms clock, 18728 bytes, 143 allocs
init github.com/carapace-sh/carapace-bin/completers/common/packer_completer/cmd @15 ms, 0.40 ms clock, 93992 bytes, 613 allocs
init github.com/carapace-sh/carapace-bin/completers/common/pacman-db-upgrade_completer/cmd @15 ms, 0.004 ms clock, 9512 bytes, 68 allocs
init github.com/carapace-sh/carapace-bin/completers/common/pacman-key_completer/cmd @15 ms, 0.007 ms clock, 14368 bytes, 109 allocs
init github.com/carapace-sh/carapace-bin/completers/common/paste_completer/cmd @15 ms, 0.010 ms clock, 7904 bytes, 61 allocs
init github.com/carapace-sh/carapace-bin/completers/common/patch_completer/cmd @15 ms, 0.014 ms clock, 21840 bytes, 167 allocs
init github.com/carapace-sh/carapace-bin/completers/common/pathchk_completer/cmd @15 ms, 0.003 ms clock, 7920 bytes, 61 allocs
init github.com/carapace-sh/carapace-bin/completers/common/patool_completer/cmd @15 ms, 0.030 ms clock, 74712 bytes, 521 allocs
init github.com/carapace-sh/carapace-bin/completers/common/picard_completer/cmd @16 ms, 0.009 ms clock, 9680 bytes, 73 allocs
init github.com/carapace-sh/carapace-bin/completers/common/pigz_completer/cmd @16 ms, 0.012 ms clock, 22624 bytes, 162 allocs
init github.com/carapace-sh/carapace-bin/completers/common/pkg_completer/cmd @16 ms, 0.035 ms clock, 76928 bytes, 502 allocs
init github.com/carapace-sh/carapace-bin/completers/common/pngcheck_completer/cmd @16 ms, 0.005 ms clock, 9744 bytes, 77 allocs
init github.com/carapace-sh/carapace-bin/completers/common/powertop_completer/cmd @16 ms, 0.016 ms clock, 11792 bytes, 91 allocs
init github.com/carapace-sh/carapace-bin/completers/common/pr_completer/cmd @16 ms, 0.010 ms clock, 15176 bytes, 117 allocs
init github.com/carapace-sh/carapace-bin/completers/common/prettyping_completer/cmd @16 ms, 0.005 ms clock, 14152 bytes, 108 allocs
init github.com/carapace-sh/carapace-bin/completers/common/ptx_completer/cmd @16 ms, 0.013 ms clock, 15880 bytes, 122 allocs
init github.com/carapace-sh/carapace-bin/completers/common/pulumi_completer/cmd @16 ms, 0.88 ms clock, 615792 bytes, 3764 allocs
init github.com/carapace-sh/carapace-bin/completers/common/pwd_completer/cmd @17 ms, 0.006 ms clock, 7360 bytes, 52 allocs
init github.com/carapace-sh/carapace-bin/completers/common/qrencode_completer/cmd @17 ms, 0.048 ms clock, 15896 bytes, 117 allocs
init github.com/carapace-sh/carapace-bin/completers/common/qutebrowser_completer/cmd @17 ms, 0.030 ms clock, 14976 bytes, 118 allocs
init github.com/carapace-sh/carapace-bin/completers/common/ranger_completer/cmd @17 ms, 0.022 ms clock, 14248 bytes, 116 allocs
init github.com/carapace-sh/carapace-bin/completers/common/readlink_completer/cmd @17 ms, 0.013 ms clock, 9400 bytes, 75 allocs
init github.com/carapace-sh/carapace-bin/completers/common/rename_completer/cmd @17 ms, 0.032 ms clock, 9912 bytes, 80 allocs
init github.com/carapace-sh/carapace-bin/completers/common/resume-cli_completer/cmd @17 ms, 0.066 ms clock, 40024 bytes, 281 allocs
init github.com/carapace-sh/carapace-bin/completers/common/rg_completer/cmd @17 ms, 0.11 ms clock, 45392 bytes, 339 allocs
init github.com/carapace-sh/carapace-bin/completers/common/rifle_completer/cmd @17 ms, 0.016 ms clock, 9736 bytes, 74 allocs
init github.com/carapace-sh/carapace-bin/completers/common/ripsecrets_completer/cmd @17 ms, 0.016 ms clock, 12368 bytes, 68 allocs
init github.com/carapace-sh/carapace-bin/completers/common/rm_completer/cmd @17 ms, 0.020 ms clock, 11144 bytes, 88 allocs
init github.com/carapace-sh/carapace-bin/completers/common/rmdir_completer/cmd @17 ms, 0.010 ms clock, 7856 bytes, 60 allocs
init github.com/carapace-sh/carapace-bin/completers/common/rust-analyzer_completer/cmd @17 ms, 0.11 ms clock, 69736 bytes, 480 allocs
init github.com/carapace-sh/carapace-bin/completers/common/rustup_completer/cmd @17 ms, 1.8 ms clock, 840640 bytes, 5034 allocs
init github.com/carapace-sh/carapace-bin/completers/common/script_completer/cmd @19 ms, 0.016 ms clock, 15056 bytes, 117 allocs
init github.com/carapace-sh/carapace-bin/completers/common/scriptlive_completer/cmd @19 ms, 0.010 ms clock, 11664 bytes, 91 allocs
init github.com/carapace-sh/carapace-bin/completers/common/scriptreplay_completer/cmd @19 ms, 0.008 ms clock, 12544 bytes, 104 allocs
init github.com/carapace-sh/carapace-bin/completers/common/scrot_completer/cmd @19 ms, 0.018 ms clock, 15120 bytes, 108 allocs
init github.com/carapace-sh/carapace-bin/completers/common/sd_completer/cmd @19 ms, 0.005 ms clock, 9936 bytes, 77 allocs
init github.com/carapace-sh/carapace-bin/completers/common/sdkmanager_completer/cmd @19 ms, 0.011 ms clock, 13120 bytes, 99 allocs
init github.com/carapace-sh/carapace-bin/completers/common/sed_completer/cmd @19 ms, 0.014 ms clock, 13664 bytes, 103 allocs
init github.com/carapace-sh/carapace-bin/completers/common/semver_completer/cmd @19 ms, 0.004 ms clock, 9528 bytes, 69 allocs
init github.com/carapace-sh/carapace-bin/completers/common/seq_completer/cmd @19 ms, 0.005 ms clock, 7616 bytes, 55 allocs
init github.com/carapace-sh/carapace-bin/completers/common/serie_completer/cmd @19 ms, 0.003 ms clock, 9240 bytes, 68 allocs
init github.com/carapace-sh/carapace-bin/completers/common/sha1sum_completer/cmd @19 ms, 0.006 ms clock, 9752 bytes, 79 allocs
init github.com/carapace-sh/carapace-bin/completers/common/sha224sum_completer/cmd @19 ms, 0.004 ms clock, 9768 bytes, 79 allocs
init github.com/carapace-sh/carapace-bin/completers/common/sha256sum_completer/cmd @19 ms, 0.005 ms clock, 9752 bytes, 79 allocs
init github.com/carapace-sh/carapace-bin/completers/common/sha384sum_completer/cmd @19 ms, 0.004 ms clock, 9768 bytes, 79 allocs
init github.com/carapace-sh/carapace-bin/completers/common/sha512sum_completer/cmd @19 ms, 0.004 ms clock, 9768 bytes, 79 allocs
init github.com/carapace-sh/carapace-bin/completers/common/showkey_completer/cmd @19 ms, 0.003 ms clock, 7624 bytes, 55 allocs
init github.com/carapace-sh/carapace-bin/completers/common/shred_completer/cmd @19 ms, 0.004 ms clock, 10984 bytes, 85 allocs
init github.com/carapace-sh/carapace-bin/completers/common/slabtop_completer/cmd @19 ms, 0.005 ms clock, 9288 bytes, 63 allocs
init github.com/carapace-sh/carapace-bin/completers/common/sleep_completer/cmd @19 ms, 0.002 ms clock, 6712 bytes, 45 allocs
init github.com/carapace-sh/carapace-bin/completers/common/soft_completer/cmd @19 ms, 0.008 ms clock, 18608 bytes, 122 allocs
init github.com/carapace-sh/carapace-bin/completers/common/sort_completer/cmd @19 ms, 0.010 ms clock, 19512 bytes, 144 allocs
init github.com/carapace-sh/carapace-bin/completers/common/speedtest-cli_completer/cmd @19 ms, 0.027 ms clock, 22600 bytes, 118 allocs
init github.com/carapace-sh/carapace-bin/completers/common/split_completer/cmd @19 ms, 0.006 ms clock, 12400 bytes, 95 allocs
init github.com/carapace-sh/carapace-bin/completers/common/sqlite3_completer/cmd @19 ms, 0.011 ms clock, 23392 bytes, 160 allocs
init github.com/carapace-sh/carapace-bin/completers/common/ssh-agent_completer/cmd @19 ms, 0.004 ms clock, 11056 bytes, 84 allocs
init github.com/carapace-sh/carapace-bin/completers/common/st_completer/cmd @19 ms, 0.008 ms clock, 11464 bytes, 85 allocs
init github.com/carapace-sh/carapace-bin/completers/common/starship_completer/cmd @19 ms, 0.032 ms clock, 81712 bytes, 573 allocs
init github.com/carapace-sh/carapace-bin/completers/common/stat_completer/cmd @19 ms, 0.004 ms clock, 9776 bytes, 73 allocs
init github.com/carapace-sh/carapace-bin/completers/common/staticcheck_completer/cmd @19 ms, 0.011 ms clock, 28056 bytes, 112 allocs
init github.com/carapace-sh/carapace-bin/completers/common/strings_completer/cmd @19 ms, 0.007 ms clock, 11720 bytes, 89 allocs
init github.com/carapace-sh/carapace-bin/completers/common/stty_completer/cmd @19 ms, 0.005 ms clock, 8872 bytes, 62 allocs
init github.com/carapace-sh/carapace-bin/completers/common/sudoreplay_completer/cmd @20 ms, 0.006 ms clock, 11144 bytes, 82 allocs
init github.com/carapace-sh/carapace-bin/completers/common/sulogin_completer/cmd @20 ms, 0.004 ms clock, 7952 bytes, 61 allocs
init github.com/carapace-sh/carapace-bin/completers/common/sum_completer/cmd @20 ms, 0.003 ms clock, 7640 bytes, 58 allocs
init github.com/carapace-sh/carapace-bin/completers/common/svg-term_completer/cmd @20 ms, 0.009 ms clock, 13464 bytes, 102 allocs
init github.com/carapace-sh/carapace-bin/completers/common/sway_completer/cmd @20 ms, 0.006 ms clock, 9224 bytes, 66 allocs
init github.com/carapace-sh/carapace-bin/completers/common/swaybar_completer/cmd @20 ms, 0.003 ms clock, 8928 bytes, 62 allocs
init github.com/carapace-sh/carapace-bin/completers/common/swayidle_completer/cmd @20 ms, 0.005 ms clock, 8944 bytes, 62 allocs
init github.com/carapace-sh/carapace-bin/completers/common/swaymsg_completer/cmd @20 ms, 0.006 ms clock, 9936 bytes, 70 allocs
init github.com/carapace-sh/carapace-bin/completers/common/sync_completer/cmd @20 ms, 0.006 ms clock, 7344 bytes, 52 allocs
init github.com/carapace-sh/carapace-bin/completers/common/sysctl_completer/cmd @20 ms, 0.008 ms clock, 14856 bytes, 107 allocs
init github.com/carapace-sh/carapace-bin/completers/common/tac_completer/cmd @20 ms, 0.007 ms clock, 7912 bytes, 61 allocs
init github.com/carapace-sh/carapace-bin/completers/common/tail_completer/cmd @20 ms, 0.005 ms clock, 11128 bytes, 86 allocs
init github.com/carapace-sh/carapace-bin/completers/common/taplo_completer/cmd @20 ms, 0.045 ms clock, 110696 bytes, 736 allocs
init github.com/carapace-sh/carapace-bin/completers/common/tee_completer/cmd @20 ms, 0.009 ms clock, 9328 bytes, 68 allocs
init github.com/carapace-sh/carapace-bin/completers/common/termux-apt-repo_completer/cmd @20 ms, 0.007 ms clock, 7568 bytes, 54 allocs
init github.com/carapace-sh/carapace-bin/completers/common/tesseract_completer/cmd @20 ms, 0.011 ms clock, 13688 bytes, 104 allocs
init github.com/carapace-sh/carapace-bin/completers/common/tload_completer/cmd @20 ms, 0.006 ms clock, 7384 bytes, 52 allocs
init github.com/carapace-sh/carapace-bin/completers/common/tmate_completer/cmd @20 ms, 0.007 ms clock, 9640 bytes, 71 allocs
init github.com/carapace-sh/carapace-bin/completers/common/tor-browser_completer/cmd @20 ms, 0.007 ms clock, 8920 bytes, 61 allocs
init github.com/carapace-sh/carapace-bin/completers/common/tor-gencert_completer/cmd @20 ms, 0.005 ms clock, 10816 bytes, 82 allocs
init github.com/carapace-sh/carapace-bin/completers/common/tor-print-ed-signing-cert_completer/cmd @20 ms, 0.004 ms clock, 6288 bytes, 41 allocs
init github.com/carapace-sh/carapace-bin/completers/common/tor-resolve_completer/cmd @20 ms, 0.002 ms clock, 7664 bytes, 55 allocs
init github.com/carapace-sh/carapace-bin/completers/common/touch_completer/cmd @20 ms, 0.006 ms clock, 10968 bytes, 85 allocs
init github.com/carapace-sh/carapace-bin/completers/common/tr_completer/cmd @20 ms, 0.005 ms clock, 7584 bytes, 55 allocs
init github.com/carapace-sh/carapace-bin/completers/common/transmission-create_completer/cmd @20 ms, 0.015 ms clock, 25456 bytes, 114 allocs
init github.com/carapace-sh/carapace-bin/completers/common/transmission-edit_completer/cmd @20 ms, 0.012 ms clock, 12512 bytes, 69 allocs
init github.com/carapace-sh/carapace-bin/completers/common/transmission-show_completer/cmd @20 ms, 0.005 ms clock, 7816 bytes, 59 allocs
init github.com/carapace-sh/carapace-bin/completers/common/tree_completer/cmd @20 ms, 0.011 ms clock, 23896 bytes, 167 allocs
init github.com/carapace-sh/carapace-bin/completers/common/truncate_completer/cmd @20 ms, 0.006 ms clock, 9376 bytes, 69 allocs
init github.com/carapace-sh/carapace-bin/completers/common/ts_completer/cmd @20 ms, 0.002 ms clock, 7344 bytes, 52 allocs
init github.com/carapace-sh/carapace-bin/completers/common/tsc_completer/cmd @20 ms, 0.033 ms clock, 43744 bytes, 333 allocs
init github.com/carapace-sh/carapace-bin/completers/common/tsort_completer/cmd @20 ms, 0.006 ms clock, 7008 bytes, 51 allocs
init github.com/carapace-sh/carapace-bin/completers/common/tty_completer/cmd @20 ms, 0.003 ms clock, 7344 bytes, 52 allocs
init github.com/carapace-sh/carapace-bin/completers/common/ufw_completer/cmd @20 ms, 0.058 ms clock, 149424 bytes, 971 allocs
init github.com/carapace-sh/carapace-bin/completers/common/uname_completer/cmd @20 ms, 0.006 ms clock, 9704 bytes, 74 allocs
init github.com/carapace-sh/carapace-bin/completers/common/unexpand_completer/cmd @20 ms, 0.002 ms clock, 7936 bytes, 61 allocs
init github.com/carapace-sh/carapace-bin/completers/common/uniq_completer/cmd @20 ms, 0.010 ms clock, 11928 bytes, 94 allocs
init github.com/carapace-sh/carapace-bin/completers/common/unlink_completer/cmd @20 ms, 0.002 ms clock, 7024 bytes, 51 allocs
init github.com/carapace-sh/carapace-bin/completers/common/uptime_completer/cmd @20 ms, 0.004 ms clock, 7768 bytes, 57 allocs
init github.com/carapace-sh/carapace-bin/completers/common/upx_completer/cmd @20 ms, 0.014 ms clock, 21816 bytes, 166 allocs
init github.com/carapace-sh/carapace-bin/completers/common/users_completer/cmd @20 ms, 0.002 ms clock, 7008 bytes, 51 allocs
init github.com/carapace-sh/carapace-bin/completers/common/vdir_completer/cmd @20 ms, 0.025 ms clock, 29776 bytes, 196 allocs
init github.com/carapace-sh/carapace-bin/completers/common/vi_completer/cmd @20 ms, 0.018 ms clock, 11008 bytes, 85 allocs
init github.com/carapace-sh/carapace-bin/completers/common/vim_completer/cmd @20 ms, 0.022 ms clock, 24344 bytes, 180 allocs
init github.com/carapace-sh/carapace-bin/completers/common/visudo_completer/cmd @20 ms, 0.16 ms clock, 9056 bytes, 64 allocs
init github.com/carapace-sh/carapace-bin/completers/common/viu_completer/cmd @20 ms, 0.014 ms clock, 10216 bytes, 82 allocs
init github.com/carapace-sh/carapace-bin/completers/common/vlc_completer/cmd @20 ms, 0.12 ms clock, 87624 bytes, 565 allocs
init github.com/carapace-sh/carapace-bin/completers/common/watch_completer/cmd @21 ms, 0.028 ms clock, 14312 bytes, 105 allocs
init github.com/carapace-sh/carapace-bin/completers/common/wc_completer/cmd @21 ms, 0.019 ms clock, 9504 bytes, 70 allocs
init github.com/carapace-sh/carapace-bin/completers/common/whereis_completer/cmd @21 ms, 0.019 ms clock, 9848 bytes, 77 allocs
init github.com/carapace-sh/carapace-bin/completers/common/which_completer/cmd @21 ms, 0.011 ms clock, 9728 bytes, 80 allocs
init github.com/carapace-sh/carapace-bin/completers/common/who_completer/cmd @21 ms, 0.014 ms clock, 12408 bytes, 97 allocs
init github.com/carapace-sh/carapace-bin/completers/common/whoami_completer/cmd @21 ms, 0.006 ms clock, 6712 bytes, 45 allocs
init github.com/carapace-sh/carapace-bin/completers/common/wine_completer/cmd @21 ms, 0.006 ms clock, 7000 bytes, 51 allocs
init github.com/carapace-sh/carapace-bin/completers/common/wineboot_completer/cmd @21 ms, 0.012 ms clock, 8168 bytes, 61 allocs
init github.com/carapace-sh/carapace-bin/completers/common/winepath_completer/cmd @21 ms, 0.006 ms clock, 8096 bytes, 63 allocs
init github.com/carapace-sh/carapace-bin/completers/common/wire_completer/cmd @21 ms, 0.059 ms clock, 53688 bytes, 350 allocs
init github.com/carapace-sh/carapace-bin/completers/common/wishlist_completer/cmd @21 ms, 0.033 ms clock, 20888 bytes, 137 allocs
init github.com/carapace-sh/carapace-bin/completers/common/xz_completer/cmd @21 ms, 0.028 ms clock, 14424 bytes, 111 allocs
init github.com/carapace-sh/carapace-bin/completers/common/yes_completer/cmd @21 ms, 0.015 ms clock, 6688 bytes, 45 allocs
init github.com/carapace-sh/carapace-bin/completers/common/yj_completer/cmd @21 ms, 0.040 ms clock, 8320 bytes, 64 allocs
init github.com/carapace-sh/carapace-bin/completers/common/zcat_completer/cmd @21 ms, 0.018 ms clock, 9184 bytes, 73 allocs
init github.com/carapace-sh/carapace-bin/completers/common/zip_completer/cmd @21 ms, 0.016 ms clock, 18968 bytes, 125 allocs
init github.com/carapace-sh/carapace-bin/completers/common/zoxide_completer/cmd @21 ms, 0.046 ms clock, 56304 bytes, 404 allocs
init github.com/carapace-sh/carapace-bin/completers/common/dmenu_completer/cmd @21 ms, 0.014 ms clock, 13720 bytes, 92 allocs
init github.com/carapace-sh/carapace-bin/completers/common/imv_completer/cmd @21 ms, 0.013 ms clock, 12120 bytes, 98 allocs
init github.com/carapace-sh/carapace-bin/completers/common/swaybg_completer/cmd @21 ms, 0.005 ms clock, 9400 bytes, 69 allocs
init github.com/carapace-sh/carapace-bin/completers/common/cfdisk_completer/cmd @21 ms, 0.006 ms clock, 10352 bytes, 84 allocs
init github.com/carapace-sh/carapace-bin/completers/common/chmod_completer/cmd @21 ms, 0.014 ms clock, 12664 bytes, 98 allocs
init github.com/carapace-sh/carapace-bin/completers/common/dfc_completer/cmd @21 ms, 0.010 ms clock, 17208 bytes, 124 allocs
init github.com/carapace-sh/carapace-bin/completers/common/fdisk_completer/cmd @21 ms, 0.010 ms clock, 16264 bytes, 129 allocs
init github.com/carapace-sh/carapace-bin/completers/common/ftpd_completer/cmd @21 ms, 0.010 ms clock, 13136 bytes, 98 allocs
init github.com/carapace-sh/carapace-bin/completers/common/gparted_completer/cmd @21 ms, 0.003 ms clock, 6608 bytes, 49 allocs
init github.com/carapace-sh/carapace-bin/completers/common/java_completer/cmd @21 ms, 0.026 ms clock, 36824 bytes, 202 allocs
init github.com/carapace-sh/carapace-bin/completers/common/lsblk_completer/cmd @21 ms, 0.013 ms clock, 24080 bytes, 179 allocs
init github.com/carapace-sh/carapace-bin/completers/common/mkdir_completer/cmd @21 ms, 0.004 ms clock, 9336 bytes, 67 allocs
init github.com/carapace-sh/carapace-bin/completers/common/mkfifo_completer/cmd @21 ms, 0.003 ms clock, 9000 bytes, 64 allocs
init github.com/carapace-sh/carapace-bin/completers/common/mkfs_completer/cmd @21 ms, 0.003 ms clock, 10304 bytes, 73 allocs
init github.com/carapace-sh/carapace-bin/completers/common/mknod_completer/cmd @21 ms, 0.003 ms clock, 9120 bytes, 64 allocs
init github.com/carapace-sh/carapace-bin/completers/common/mkswap_completer/cmd @21 ms, 0.005 ms clock, 10816 bytes, 84 allocs
init github.com/carapace-sh/carapace-bin/completers/common/unzip_completer/cmd @21 ms, 0.008 ms clock, 15592 bytes, 116 allocs
init github.com/carapace-sh/carapace-bin/completers/common/vmstat_completer/cmd @21 ms, 0.007 ms clock, 11792 bytes, 92 allocs
init github.com/carapace-sh/carapace-bin/completers/common/woeusb_completer/cmd @21 ms, 0.005 ms clock, 11744 bytes, 97 allocs
init github.com/carapace-sh/carapace-bin/completers/common/svgcleaner_completer/cmd @21 ms, 0.028 ms clock, 44696 bytes, 321 allocs
init github.com/carapace-sh/carapace-bin/completers/common/benthos_completer/cmd @21 ms, 0.055 ms clock, 113640 bytes, 806 allocs
init github.com/carapace-sh/carapace-bin/completers/common/deno_completer/cmd @22 ms, 0.14 ms clock, 262584 bytes, 2012 allocs
init github.com/carapace-sh/carapace-bin/completers/common/dms_completer/cmd @22 ms, 0.010 ms clock, 14432 bytes, 106 allocs
init github.com/carapace-sh/carapace-bin/completers/common/ftp_completer/cmd @22 ms, 0.006 ms clock, 13032 bytes, 97 allocs
init github.com/carapace-sh/carapace-bin/completers/common/gatsby_completer/cmd @22 ms, 0.037 ms clock, 81888 bytes, 577 allocs
init github.com/carapace-sh/carapace-bin/completers/common/gopls_completer/cmd @22 ms, 0.029 ms clock, 59976 bytes, 410 allocs
init github.com/carapace-sh/carapace-bin/completers/common/gsa_completer/cmd @22 ms, 0.009 ms clock, 14808 bytes, 118 allocs
init github.com/carapace-sh/carapace-bin/completers/common/mdbook_completer/cmd @22 ms, 0.048 ms clock, 127160 bytes, 852 allocs
init github.com/carapace-sh/carapace-bin/completers/common/netcat_completer/cmd @22 ms, 0.008 ms clock, 16648 bytes, 122 allocs
init github.com/carapace-sh/carapace-bin/completers/common/ping_completer/cmd @22 ms, 0.011 ms clock, 21504 bytes, 138 allocs
init github.com/carapace-sh/carapace-bin/completers/common/pkgsite_completer/cmd @22 ms, 0.005 ms clock, 11568 bytes, 89 allocs
init github.com/carapace-sh/carapace-bin/completers/common/pprof_completer/cmd @22 ms, 0.039 ms clock, 58960 bytes, 399 allocs
init github.com/carapace-sh/carapace-bin/completers/common/present_completer/cmd @22 ms, 0.007 ms clock, 10112 bytes, 73 allocs
init github.com/carapace-sh/carapace-bin/completers/common/slides_completer/cmd @22 ms, 0.011 ms clock, 17312 bytes, 126 allocs
init github.com/carapace-sh/carapace-bin/completers/common/terraform-ls_completer/cmd @22 ms, 0.019 ms clock, 32400 bytes, 228 allocs
init github.com/carapace-sh/carapace-bin/completers/common/toit.lsp_completer/cmd @22 ms, 0.051 ms clock, 101272 bytes, 716 allocs
init github.com/carapace-sh/carapace-bin/completers/common/torsocks_completer/cmd @22 ms, 0.004 ms clock, 11192 bytes, 82 allocs
init github.com/carapace-sh/carapace-bin/completers/common/transmission-daemon_completer/cmd @22 ms, 0.026 ms clock, 41304 bytes, 280 allocs
init github.com/carapace-sh/carapace-bin/completers/common/typst_completer/cmd @22 ms, 0.043 ms clock, 86936 bytes, 614 allocs
init github.com/carapace-sh/carapace-bin/completers/common/watchgnupg_completer/cmd @22 ms, 0.003 ms clock, 7760 bytes, 59 allocs
init github.com/carapace-sh/carapace-bin/completers/common/acpid_completer/cmd @22 ms, 0.011 ms clock, 14608 bytes, 109 allocs
init github.com/carapace-sh/carapace-bin/completers/common/agg_completer/cmd @22 ms, 0.010 ms clock, 13392 bytes, 106 allocs
init github.com/carapace-sh/carapace-bin/completers/common/alsamixer_completer/cmd @22 ms, 0.005 ms clock, 11192 bytes, 85 allocs
init github.com/carapace-sh/carapace-bin/completers/common/aplay_completer/cmd @22 ms, 0.013 ms clock, 21464 bytes, 148 allocs
init github.com/carapace-sh/carapace-bin/completers/common/asciinema_completer/cmd @22 ms, 0.035 ms clock, 71288 bytes, 530 allocs
init github.com/carapace-sh/carapace-bin/completers/common/cheese_completer/cmd @22 ms, 0.004 ms clock, 10320 bytes, 76 allocs
init github.com/carapace-sh/carapace-bin/completers/common/chgrp_completer/cmd @22 ms, 0.006 ms clock, 12784 bytes, 98 allocs
init github.com/carapace-sh/carapace-bin/completers/common/chown_completer/cmd @22 ms, 0.006 ms clock, 12800 bytes, 98 allocs
init github.com/carapace-sh/carapace-bin/completers/common/chroot_completer/cmd @22 ms, 0.003 ms clock, 8816 bytes, 62 allocs
init github.com/carapace-sh/carapace-bin/completers/common/chsh_completer/cmd @22 ms, 0.003 ms clock, 8840 bytes, 62 allocs
init github.com/carapace-sh/carapace-bin/completers/common/conky_completer/cmd @22 ms, 0.008 ms clock, 15048 bytes, 107 allocs
init github.com/carapace-sh/carapace-bin/completers/common/dict_completer/cmd @22 ms, 0.012 ms clock, 17576 bytes, 130 allocs
init github.com/carapace-sh/carapace-bin/completers/common/dnsmasq_completer/cmd @22 ms, 0.040 ms clock, 73144 bytes, 477 allocs
init github.com/carapace-sh/carapace-bin/completers/common/dockerd_completer/cmd @22 ms, 0.025 ms clock, 34568 bytes, 252 allocs
init github.com/carapace-sh/carapace-bin/completers/common/fc-list_completer/cmd @22 ms, 0.003 ms clock, 8008 bytes, 61 allocs
init github.com/carapace-sh/carapace-bin/completers/common/fd_completer/cmd @22 ms, 0.034 ms clock, 59544 bytes, 211 allocs
init github.com/carapace-sh/carapace-bin/completers/common/find_completer/cmd @22 ms, 0.019 ms clock, 40312 bytes, 247 allocs
init github.com/carapace-sh/carapace-bin/completers/common/get-env_completer/cmd @22 ms, 0.003 ms clock, 6072 bytes, 40 allocs
init github.com/carapace-sh/carapace-bin/completers/common/gimp_completer/cmd @22 ms, 0.017 ms clock, 21032 bytes, 163 allocs
init github.com/carapace-sh/carapace-bin/completers/common/gnome-maps_completer/cmd @23 ms, 0.005 ms clock, 10464 bytes, 78 allocs
init github.com/carapace-sh/carapace-bin/completers/common/gnome-terminal_completer/cmd @23 ms, 0.006 ms clock, 11384 bytes, 89 allocs
init github.com/carapace-sh/carapace-bin/completers/common/gpasswd_completer/cmd @23 ms, 0.004 ms clock, 10440 bytes, 81 allocs
init github.com/carapace-sh/carapace-bin/completers/common/gpg_completer/cmd @23 ms, 0.014 ms clock, 23224 bytes, 180 allocs
init github.com/carapace-sh/carapace-bin/completers/common/groupdel_completer/cmd @23 ms, 0.004 ms clock, 9032 bytes, 64 allocs
